timestamp,intersection_id,intersection_name,district,lane_id,vehicle_count,vehicle_type,queue_length,avg_speed,inflow,outflow,weather,signal_state,congestion_index,cycle_sec,yellow_sec,green_sec,red_sec,LOS
1/1/2025 1:45,1,Баруун 4 зам,СБД,3,13,car,12.1,7.7,12,10,Snow,green,0.3,120,3,65,52,C
1/1/2025 1:45,1,Баруун 4 зам,СБД,4,12,car,4.7,11,12,9,Clear,green,0.26,120,3,65,52,C
1/1/2025 2:00,1,Баруун 4 зам,СБД,1,15,car,11.4,11.1,13,12,Clear,green,0.32,120,3,65,52,C
1/1/2025 2:00,1,Баруун 4 зам,СБД,2,9,car,4.9,10.2,9,7,Cloudy,green,0.31,120,3,65,52,C
1/1/2025 2:00,1,Баруун 4 зам,СБД,3,10,car,16,10.2,9,9,Clear,red,0.33,120,3,65,52,C
1/1/2025 2:00,1,Баруун 4 зам,СБД,4,11,car,17.3,11.1,10,9,Cloudy,green,0.31,120,3,65,52,C
1/1/2025 2:15,1,Баруун 4 зам,СБД,1,12,car,12.9,9.7,11,10,Clear,green,0.28,120,3,65,52,C
1/1/2025 2:15,1,Баруун 4 зам,СБД,2,11,car,15.2,11.9,9,9,Clear,green,0.31,120,3,65,52,C
1/1/2025 2:15,1,Баруун 4 зам,СБД,3,1,bus,11.9,10.3,0,0,Cloudy,green,0.33,120,3,65,52,C
1/1/2025 2:15,1,Баруун 4 зам,СБД,4,10,car,8.7,12.2,10,9,Cloudy,green,0.3,120,3,65,52,C
1/1/2025 2:30,1,Баруун 4 зам,СБД,1,12,car,12.5,9.8,10,11,Rain,green,0.33,120,3,65,52,C
1/1/2025 2:30,1,Баруун 4 зам,СБД,2,12,car,14.6,10.8,12,11,Clear,red,0.33,120,3,65,52,C
1/1/2025 2:30,1,Баруун 4 зам,СБД,3,0,bus,0,0,0,0,Clear,red,0.34,120,3,65,52,C
1/1/2025 2:30,1,Баруун 4 зам,СБД,4,5,bus,15.8,7.9,4,4,Snow,red,0.34,120,3,65,52,C
1/1/2025 2:45,1,Баруун 4 зам,СБД,1,6,car,5.1,9.5,6,5,Rain,red,0.15,120,3,65,52,A
1/1/2025 2:45,1,Баруун 4 зам,СБД,2,7,car,7.8,11.7,7,5,Clear,red,0.16,120,3,65,52,B
1/1/2025 2:45,1,Баруун 4 зам,СБД,3,8,car,5,10.2,7,7,Clear,red,0.16,120,3,65,52,B
1/1/2025 2:45,1,Баруун 4 зам,СБД,4,5,car,4.2,11.2,5,4,Clear,red,0.14,120,3,65,52,A
1/1/2025 3:00,1,Баруун 4 зам,СБД,1,8,car,4.5,8.1,7,7,Fog,green,0.17,120,3,65,52,B
1/1/2025 3:00,1,Баруун 4 зам,СБД,2,3,truck,5.9,10,2,2,Clear,red,0.16,120,3,65,52,B
1/1/2025 3:00,1,Баруун 4 зам,СБД,3,9,car,8.3,11.5,8,7,Clear,red,0.19,120,3,65,52,B
1/1/2025 3:00,1,Баруун 4 зам,СБД,4,1,truck,6.7,11,0,0,Clear,red,0.19,120,3,65,52,B
1/1/2025 3:15,1,Баруун 4 зам,СБД,1,14,car,6.6,11.1,12,11,Cloudy,red,0.28,120,3,65,52,C
1/1/2025 3:15,1,Баруун 4 зам,СБД,2,10,car,4.6,9.9,9,8,Rain,green,0.25,120,3,65,52,B
1/1/2025 3:15,1,Баруун 4 зам,СБД,3,10,car,14.6,11.1,10,8,Cloudy,green,0.28,120,3,65,52,C
1/1/2025 3:15,1,Баруун 4 зам,СБД,4,0,truck,0,0,0,0,Snow,green,0.28,120,3,65,52,C
1/1/2025 3:30,1,Баруун 4 зам,СБД,1,6,car,2.4,11.3,6,5,Clear,red,0.16,120,3,65,52,B
1/1/2025 3:30,1,Баруун 4 зам,СБД,2,6,car,5.7,11.1,6,5,Clear,green,0.18,120,3,65,52,B
1/1/2025 3:30,1,Баруун 4 зам,СБД,3,3,car,7.3,12.1,2,2,Clear,red,0.17,120,3,65,52,B
1/1/2025 3:30,1,Баруун 4 зам,СБД,4,4,bus,9.3,10.5,4,3,Cloudy,red,0.18,120,3,65,52,B
1/1/2025 3:45,1,Баруун 4 зам,СБД,1,10,car,12.2,9.8,9,8,Clear,green,0.23,120,3,65,52,B
1/1/2025 3:45,1,Баруун 4 зам,СБД,2,10,car,10.8,10.1,9,9,Cloudy,green,0.25,120,3,65,52,B
1/1/2025 3:45,1,Баруун 4 зам,СБД,3,5,car,8,11.2,4,4,Clear,green,0.24,120,3,65,52,B
1/1/2025 3:45,1,Баруун 4 зам,СБД,4,8,car,4.8,11.3,7,7,Clear,green,0.23,120,3,65,52,B
1/1/2025 4:00,1,Баруун 4 зам,СБД,1,9,car,8.2,9.2,8,8,Clear,green,0.3,120,3,65,52,C
1/1/2025 4:00,1,Баруун 4 зам,СБД,2,2,bus,7.8,10.9,2,1,Clear,green,0.26,120,3,65,52,C
1/1/2025 4:00,1,Баруун 4 зам,СБД,3,1,bus,11.7,10.1,0,0,Clear,red,0.28,120,3,65,52,C
1/1/2025 4:00,1,Баруун 4 зам,СБД,4,0,bus,0,0,0,0,Cloudy,red,0.26,120,3,65,52,C
1/1/2025 4:15,1,Баруун 4 зам,СБД,1,7,car,4.2,9.6,6,6,Cloudy,red,0.25,120,3,65,52,B
1/1/2025 4:15,1,Баруун 4 зам,СБД,2,0,bus,0,0,0,0,Cloudy,red,0.26,120,3,65,52,C
1/1/2025 4:15,1,Баруун 4 зам,СБД,3,7,car,4.3,11.7,6,6,Clear,red,0.25,120,3,65,52,B
1/1/2025 4:15,1,Баруун 4 зам,СБД,4,13,car,7.1,10.1,12,10,Clear,green,0.23,120,3,65,52,B
1/1/2025 4:30,1,Баруун 4 зам,СБД,1,2,car,8.6,9.7,2,1,Rain,green,0.18,120,3,65,52,B
1/1/2025 4:30,1,Баруун 4 зам,СБД,2,7,car,6.9,11.7,7,5,Clear,red,0.2,120,3,65,52,B
1/1/2025 4:30,1,Баруун 4 зам,СБД,3,7,car,0,10.5,7,6,Clear,green,0.19,120,3,65,52,B
1/1/2025 4:30,1,Баруун 4 зам,СБД,4,6,car,4.6,11,5,4,Clear,red,0.17,120,3,65,52,B
1/1/2025 4:45,1,Баруун 4 зам,СБД,1,5,bus,8.7,11,4,4,Clear,green,0.34,120,3,65,52,C
1/1/2025 4:45,1,Баруун 4 зам,СБД,2,6,bus,12.6,9,5,4,Rain,green,0.37,120,3,65,52,D
1/1/2025 4:45,1,Баруун 4 зам,СБД,3,4,bus,10.9,9.5,3,3,Cloudy,red,0.36,120,3,65,52,D
1/1/2025 4:45,1,Баруун 4 зам,СБД,4,12,car,11.3,10.9,12,10,Cloudy,red,0.34,120,3,65,52,C
1/1/2025 5:00,1,Баруун 4 зам,СБД,1,0,bus,0,0,0,0,Clear,green,0.25,120,3,65,52,B
1/1/2025 5:00,1,Баруун 4 зам,СБД,2,3,truck,4.1,11.9,2,2,Clear,red,0.25,120,3,65,52,B
1/1/2025 5:00,1,Баруун 4 зам,СБД,3,1,bus,9.7,9.1,1,0,Cloudy,green,0.25,120,3,65,52,B
1/1/2025 5:00,1,Баруун 4 зам,СБД,4,0,bus,0,0,0,0,Snow,green,0.23,120,3,65,52,B
1/1/2025 5:15,1,Баруун 4 зам,СБД,1,10,car,5.3,9,10,9,Snow,red,0.22,120,3,65,52,B
1/1/2025 5:15,1,Баруун 4 зам,СБД,2,11,car,8.6,11.6,10,9,Clear,red,0.25,120,3,65,52,B
1/1/2025 5:15,1,Баруун 4 зам,СБД,3,13,car,8.5,10.9,13,12,Clear,green,0.24,120,3,65,52,B
1/1/2025 5:15,1,Баруун 4 зам,СБД,4,10,car,4.1,12.7,10,9,Clear,green,0.25,120,3,65,52,B
1/1/2025 5:30,1,Баруун 4 зам,СБД,1,6,truck,10,10.2,5,5,Clear,red,0.22,120,3,65,52,B
1/1/2025 5:30,1,Баруун 4 зам,СБД,2,9,car,10.9,10.8,8,7,Clear,red,0.26,120,3,65,52,C
1/1/2025 5:30,1,Баруун 4 зам,СБД,3,7,car,8,10.2,6,6,Cloudy,red,0.24,120,3,65,52,B
1/1/2025 5:30,1,Баруун 4 зам,СБД,4,6,car,7.6,9.1,5,5,Cloudy,green,0.24,120,3,65,52,B
1/1/2025 5:45,1,Баруун 4 зам,СБД,1,3,bus,9,10.1,2,2,Clear,green,0.28,120,3,65,52,C
1/1/2025 5:45,1,Баруун 4 зам,СБД,2,1,bus,13.6,8,0,0,Clear,red,0.28,120,3,65,52,C
1/1/2025 5:45,1,Баруун 4 зам,СБД,3,7,car,7.1,9.6,6,5,Clear,red,0.28,120,3,65,52,C
1/1/2025 5:45,1,Баруун 4 зам,СБД,4,13,car,7.3,9.4,13,10,Cloudy,red,0.25,120,3,65,52,B
1/1/2025 6:00,1,Баруун 4 зам,СБД,1,11,car,10.1,11.4,11,10,Clear,green,0.31,120,3,65,52,C
1/1/2025 6:00,1,Баруун 4 зам,СБД,2,10,car,12.6,9.7,9,8,Cloudy,green,0.29,120,3,65,52,C
1/1/2025 6:00,1,Баруун 4 зам,СБД,3,8,car,16.1,9.3,7,7,Clear,green,0.3,120,3,65,52,C
1/1/2025 6:00,1,Баруун 4 зам,СБД,4,10,car,4.6,11.7,9,9,Cloudy,green,0.33,120,3,65,52,C
1/1/2025 6:15,1,Баруун 4 зам,СБД,1,7,car,6.8,8.9,6,6,Rain,red,0.19,120,3,65,52,B
1/1/2025 6:15,1,Баруун 4 зам,СБД,2,6,car,2.5,11.1,5,4,Clear,green,0.2,120,3,65,52,B
1/1/2025 6:15,1,Баруун 4 зам,СБД,3,7,car,1.2,12,6,5,Clear,green,0.17,120,3,65,52,B
1/1/2025 6:15,1,Баруун 4 зам,СБД,4,2,bus,11.2,10.9,2,1,Rain,green,0.2,120,3,65,52,B
1/1/2025 6:30,1,Баруун 4 зам,СБД,1,8,car,8.8,9.4,7,6,Clear,red,0.23,120,3,65,52,B
1/1/2025 6:30,1,Баруун 4 зам,СБД,2,10,car,5.4,10.7,10,9,Snow,green,0.25,120,3,65,52,B
1/1/2025 6:30,1,Баруун 4 зам,СБД,3,10,car,3.7,10.8,10,8,Clear,red,0.25,120,3,65,52,B
1/1/2025 6:30,1,Баруун 4 зам,СБД,4,7,car,8.1,12.6,7,6,Clear,green,0.23,120,3,65,52,B
1/1/2025 6:45,1,Баруун 4 зам,СБД,1,13,car,6.2,7.2,14,10,Snow,green,0.34,120,3,65,52,C
1/1/2025 6:45,1,Баруун 4 зам,СБД,2,11,car,14.1,10.7,11,10,Clear,green,0.33,120,3,65,52,C
1/1/2025 6:45,1,Баруун 4 зам,СБД,3,3,bus,6,10.5,2,2,Cloudy,green,0.34,120,3,65,52,C
1/1/2025 6:45,1,Баруун 4 зам,СБД,4,12,car,12.3,10.3,13,11,Clear,red,0.31,120,3,65,52,C
1/1/2025 7:00,1,Баруун 4 зам,СБД,1,26,car,28,5.9,27,21,Snow,green,0.74,120,3,65,52,F
1/1/2025 7:00,1,Баруун 4 зам,СБД,2,10,bus,29.6,7.3,10,9,Cloudy,red,0.72,120,3,65,52,F
1/1/2025 7:00,1,Баруун 4 зам,СБД,3,9,bus,26.6,10.5,8,8,Clear,green,0.78,120,3,65,52,F
1/1/2025 7:00,1,Баруун 4 зам,СБД,4,3,truck,25.1,9.3,2,2,Rain,green,0.72,120,3,65,52,F
1/1/2025 7:15,1,Баруун 4 зам,СБД,1,23,car,21.1,9.5,22,21,Clear,red,0.64,120,3,65,52,E
1/1/2025 7:15,1,Баруун 4 зам,СБД,2,7,bus,22.9,7.2,7,6,Rain,green,0.67,120,3,65,52,E
1/1/2025 7:15,1,Баруун 4 зам,СБД,3,26,car,24.9,9.3,24,21,Cloudy,green,0.64,120,3,65,52,E
1/1/2025 7:15,1,Баруун 4 зам,СБД,4,11,bus,21.9,9.3,12,10,Clear,red,0.73,120,3,65,52,F
1/1/2025 7:30,1,Баруун 4 зам,СБД,1,31,car,30.2,9.5,29,26,Clear,green,0.79,120,3,65,52,F
1/1/2025 7:30,1,Баруун 4 зам,СБД,2,29,car,25.2,8.3,31,28,Cloudy,green,0.84,120,3,65,52,F
1/1/2025 7:30,1,Баруун 4 зам,СБД,3,28,car,27.3,5.1,26,26,Snow,green,0.78,120,3,65,52,F
1/1/2025 7:30,1,Баруун 4 зам,СБД,4,27,car,25.5,9.4,28,24,Clear,green,0.78,120,3,65,52,F
1/1/2025 7:45,1,Баруун 4 зам,СБД,1,29,car,30.9,7.6,30,27,Snow,red,0.78,120,3,65,52,F
1/1/2025 7:45,1,Баруун 4 зам,СБД,2,6,bus,26.9,8.8,6,5,Rain,red,0.77,120,3,65,52,F
1/1/2025 7:45,1,Баруун 4 зам,СБД,3,7,bus,25.8,10.5,6,6,Clear,red,0.78,120,3,65,52,F
1/1/2025 7:45,1,Баруун 4 зам,СБД,4,26,car,27.8,7.4,28,24,Cloudy,green,0.7,120,3,65,52,E
1/1/2025 8:00,1,Баруун 4 зам,СБД,1,8,bus,24.4,9.4,7,7,Cloudy,green,0.8,120,3,65,52,F
1/1/2025 8:00,1,Баруун 4 зам,СБД,2,4,truck,24.2,9.5,3,3,Clear,green,0.67,120,3,65,52,E
1/1/2025 8:00,1,Баруун 4 зам,СБД,3,27,car,25.9,9.2,24,21,Cloudy,red,0.71,120,3,65,52,F
1/1/2025 8:00,1,Баруун 4 зам,СБД,4,6,bus,23.9,10.7,5,5,Cloudy,red,0.73,120,3,65,52,F
1/1/2025 8:15,1,Баруун 4 зам,СБД,1,5,bus,26.9,9.6,5,4,Clear,green,0.78,120,3,65,52,F
1/1/2025 8:15,1,Баруун 4 зам,СБД,2,26,car,24.5,10,26,22,Clear,green,0.68,120,3,65,52,E
1/1/2025 8:15,1,Баруун 4 зам,СБД,3,27,car,25.9,6.3,28,24,Fog,red,0.78,120,3,65,52,F
1/1/2025 8:15,1,Баруун 4 зам,СБД,4,10,bus,26.9,10.1,10,9,Clear,green,0.73,120,3,65,52,F
1/1/2025 8:30,1,Баруун 4 зам,СБД,1,6,truck,25,8.5,5,5,Clear,red,0.67,120,3,65,52,E
1/1/2025 8:30,1,Баруун 4 зам,СБД,2,25,car,23.9,8.8,23,23,Clear,green,0.65,120,3,65,52,E
1/1/2025 8:30,1,Баруун 4 зам,СБД,3,25,car,21.5,11.5,23,23,Cloudy,green,0.73,120,3,65,52,F
1/1/2025 8:30,1,Баруун 4 зам,СБД,4,25,car,20.6,7.1,23,24,Snow,red,0.63,120,3,65,52,E
1/1/2025 8:45,1,Баруун 4 зам,СБД,1,6,bus,25.1,9.1,5,5,Cloudy,green,0.65,120,3,65,52,E
1/1/2025 8:45,1,Баруун 4 зам,СБД,2,23,car,25.6,8.3,23,22,Clear,green,0.68,120,3,65,52,E
1/1/2025 8:45,1,Баруун 4 зам,СБД,3,30,car,27.8,9.4,31,29,Clear,red,0.75,120,3,65,52,F
1/1/2025 8:45,1,Баруун 4 зам,СБД,4,26,car,25.4,8,27,23,Snow,green,0.74,120,3,65,52,F
1/1/2025 9:00,1,Баруун 4 зам,СБД,1,25,car,23.5,7.6,24,22,Snow,red,0.76,120,3,65,52,F
1/1/2025 9:00,1,Баруун 4 зам,СБД,2,6,truck,25.2,9.5,5,5,Clear,red,0.66,120,3,65,52,E
1/1/2025 9:00,1,Баруун 4 зам,СБД,3,30,car,24.8,10.3,29,26,Clear,green,0.71,120,3,65,52,F
1/1/2025 9:00,1,Баруун 4 зам,СБД,4,29,car,25.8,8.5,28,27,Fog,green,0.72,120,3,65,52,F
1/1/2025 9:15,1,Баруун 4 зам,СБД,1,30,car,21.8,9.3,31,24,Rain,red,0.8,120,3,65,52,F
1/1/2025 9:15,1,Баруун 4 зам,СБД,2,32,car,27.5,7.6,31,27,Rain,red,0.82,120,3,65,52,F
1/1/2025 9:15,1,Баруун 4 зам,СБД,3,31,car,21.3,8.9,33,26,Clear,green,0.79,120,3,65,52,F
1/1/2025 9:15,1,Баруун 4 зам,СБД,4,5,bus,21.9,9,4,4,Clear,green,0.77,120,3,65,52,F
1/1/2025 9:30,1,Баруун 4 зам,СБД,1,28,car,20.2,6.2,26,22,Snow,green,0.74,120,3,65,52,F
1/1/2025 9:30,1,Баруун 4 зам,СБД,2,28,car,25.5,9.4,28,27,Cloudy,green,0.66,120,3,65,52,E
1/1/2025 9:30,1,Баруун 4 зам,СБД,3,27,car,22.3,9.3,29,23,Clear,red,0.7,120,3,65,52,E
1/1/2025 9:30,1,Баруун 4 зам,СБД,4,24,car,27.1,9.8,23,21,Clear,red,0.7,120,3,65,52,E
1/1/2025 9:45,1,Баруун 4 зам,СБД,1,30,car,22.6,9.9,32,24,Clear,red,0.77,120,3,65,52,F
1/1/2025 9:45,1,Баруун 4 зам,СБД,2,5,bus,27.3,8.4,5,4,Clear,green,0.77,120,3,65,52,F
1/1/2025 9:45,1,Баруун 4 зам,СБД,3,28,car,28.8,9.9,26,26,Cloudy,red,0.73,120,3,65,52,F
1/1/2025 9:45,1,Баруун 4 зам,СБД,4,30,car,28.7,8.6,31,27,Cloudy,red,0.78,120,3,65,52,F
1/1/2025 10:00,1,Баруун 4 зам,СБД,1,23,car,21.2,10.6,22,22,Clear,red,0.52,120,3,65,52,E
1/1/2025 10:00,1,Баруун 4 зам,СБД,2,22,car,16.2,7.9,21,20,Cloudy,green,0.55,120,3,65,52,E
1/1/2025 10:00,1,Баруун 4 зам,СБД,3,19,car,17.7,10,19,17,Clear,red,0.56,120,3,65,52,E
1/1/2025 10:00,1,Баруун 4 зам,СБД,4,4,bus,12,12.1,3,3,Clear,green,0.55,120,3,65,52,E
1/1/2025 10:15,1,Баруун 4 зам,СБД,1,20,car,17.9,10.2,21,16,Cloudy,green,0.44,120,3,65,52,D
1/1/2025 10:15,1,Баруун 4 зам,СБД,2,19,car,15.5,10.5,20,15,Clear,red,0.51,120,3,65,52,E
1/1/2025 10:15,1,Баруун 4 зам,СБД,3,14,car,15.9,9.1,14,12,Clear,red,0.45,120,3,65,52,D
1/1/2025 10:15,1,Баруун 4 зам,СБД,4,2,bus,14.4,8,1,1,Cloudy,green,0.48,120,3,65,52,D
1/1/2025 10:30,1,Баруун 4 зам,СБД,1,4,bus,11.9,11.1,4,3,Cloudy,red,0.44,120,3,65,52,D
1/1/2025 10:30,1,Баруун 4 зам,СБД,2,16,car,14.9,8.2,15,13,Fog,red,0.43,120,3,65,52,D
1/1/2025 10:30,1,Баруун 4 зам,СБД,3,3,bus,17,11,2,2,Clear,green,0.42,120,3,65,52,D
1/1/2025 10:30,1,Баруун 4 зам,СБД,4,14,car,12.2,11.9,14,11,Cloudy,green,0.45,120,3,65,52,D
1/1/2025 10:45,1,Баруун 4 зам,СБД,1,21,car,18.9,10.8,19,18,Clear,green,0.57,120,3,65,52,E
1/1/2025 10:45,1,Баруун 4 зам,СБД,2,7,truck,20.6,8.6,6,6,Cloudy,green,0.58,120,3,65,52,E
1/1/2025 10:45,1,Баруун 4 зам,СБД,3,4,truck,24.2,9,3,3,Cloudy,green,0.52,120,3,65,52,E
1/1/2025 10:45,1,Баруун 4 зам,СБД,4,21,car,17.6,9.6,21,17,Clear,red,0.59,120,3,65,52,E
1/1/2025 11:00,1,Баруун 4 зам,СБД,1,5,bus,21.5,8.5,5,4,Cloudy,red,0.45,120,3,65,52,D
1/1/2025 11:00,1,Баруун 4 зам,СБД,2,2,bus,13,9.6,2,1,Cloudy,red,0.41,120,3,65,52,D
1/1/2025 11:00,1,Баруун 4 зам,СБД,3,14,car,15.3,11.3,13,13,Cloudy,red,0.46,120,3,65,52,D
1/1/2025 11:00,1,Баруун 4 зам,СБД,4,16,car,11.8,8.4,17,15,Rain,green,0.44,120,3,65,52,D
1/1/2025 11:15,1,Баруун 4 зам,СБД,1,21,car,18.3,9.5,22,19,Cloudy,green,0.5,120,3,65,52,D
1/1/2025 11:15,1,Баруун 4 зам,СБД,2,21,car,17.1,9.6,22,19,Clear,green,0.53,120,3,65,52,E
1/1/2025 11:15,1,Баруун 4 зам,СБД,3,22,car,26.7,9.9,24,21,Clear,green,0.52,120,3,65,52,E
1/1/2025 11:15,1,Баруун 4 зам,СБД,4,22,car,17.9,9.5,23,21,Rain,red,0.59,120,3,65,52,E
1/1/2025 11:30,1,Баруун 4 зам,СБД,1,18,car,17.8,8.9,19,16,Clear,red,0.58,120,3,65,52,E
1/1/2025 11:30,1,Баруун 4 зам,СБД,2,8,bus,18.8,10.7,8,7,Clear,red,0.51,120,3,65,52,E
1/1/2025 11:30,1,Баруун 4 зам,СБД,3,20,car,15.9,9.9,19,17,Cloudy,green,0.54,120,3,65,52,E
1/1/2025 11:30,1,Баруун 4 зам,СБД,4,21,car,15.2,10.5,21,19,Clear,red,0.51,120,3,65,52,E
1/1/2025 11:45,1,Баруун 4 зам,СБД,1,15,car,12.9,7.1,15,12,Snow,red,0.4,120,3,65,52,D
1/1/2025 11:45,1,Баруун 4 зам,СБД,2,3,bus,9.3,9.2,3,2,Fog,green,0.4,120,3,65,52,D
1/1/2025 11:45,1,Баруун 4 зам,СБД,3,1,bus,13.3,9.1,1,0,Clear,red,0.42,120,3,65,52,D
1/1/2025 11:45,1,Баруун 4 зам,СБД,4,11,car,12.8,10.3,10,10,Clear,red,0.37,120,3,65,52,D
1/1/2025 12:00,1,Баруун 4 зам,СБД,1,17,car,17,8.1,18,13,Clear,red,0.49,120,3,65,52,D
1/1/2025 12:00,1,Баруун 4 зам,СБД,2,23,car,16.6,11.7,22,20,Clear,green,0.49,120,3,65,52,D
1/1/2025 12:00,1,Баруун 4 зам,СБД,3,7,bus,13.8,5.9,7,5,Snow,green,0.53,120,3,65,52,E
1/1/2025 12:00,1,Баруун 4 зам,СБД,4,18,car,19.4,9.8,18,16,Cloudy,green,0.45,120,3,65,52,D
1/1/2025 12:15,1,Баруун 4 зам,СБД,1,9,bus,17.4,9.7,8,7,Clear,green,0.54,120,3,65,52,E
1/1/2025 12:15,1,Баруун 4 зам,СБД,2,19,car,14.1,6.2,20,17,Snow,red,0.46,120,3,65,52,D
1/1/2025 12:15,1,Баруун 4 зам,СБД,3,21,car,19.2,11,21,18,Clear,green,0.46,120,3,65,52,D
1/1/2025 12:15,1,Баруун 4 зам,СБД,4,17,car,18.9,11.3,17,13,Clear,green,0.54,120,3,65,52,E
1/1/2025 12:30,1,Баруун 4 зам,СБД,1,6,truck,24.3,10.6,6,4,Clear,green,0.53,120,3,65,52,E
1/1/2025 12:30,1,Баруун 4 зам,СБД,2,22,car,15.8,6.4,21,20,Rain,green,0.59,120,3,65,52,E
1/1/2025 12:30,1,Баруун 4 зам,СБД,3,21,car,18.4,8.5,22,20,Clear,green,0.58,120,3,65,52,E
1/1/2025 12:30,1,Баруун 4 зам,СБД,4,22,car,18.2,10,23,20,Rain,red,0.58,120,3,65,52,E
1/1/2025 12:45,1,Баруун 4 зам,СБД,1,20,car,16,9.4,20,19,Clear,green,0.54,120,3,65,52,E
1/1/2025 12:45,1,Баруун 4 зам,СБД,2,21,car,12.3,9.5,21,19,Cloudy,red,0.56,120,3,65,52,E
1/1/2025 12:45,1,Баруун 4 зам,СБД,3,5,bus,14.3,9.3,5,4,Cloudy,red,0.52,120,3,65,52,E
1/1/2025 12:45,1,Баруун 4 зам,СБД,4,18,car,16.4,6.4,19,16,Snow,red,0.47,120,3,65,52,D
1/1/2025 13:00,1,Баруун 4 зам,СБД,1,2,bus,15.3,9.4,2,1,Clear,red,0.52,120,3,65,52,E
1/1/2025 13:00,1,Баруун 4 зам,СБД,2,3,bus,19.3,10.8,2,2,Clear,green,0.56,120,3,65,52,E
1/1/2025 13:00,1,Баруун 4 зам,СБД,3,23,car,16.9,10.1,22,21,Clear,red,0.49,120,3,65,52,D
